,Province_State,Country_Region,date,Lat,Long_,Confirmed,Deaths,Recovered
4,Arkansas,US,2021-02-14,34.9697,-92.3731,313028,5265,296050.0
5,California,US,2021-02-14,36.1162,-119.6816,3485841,47057,
6,Colorado,US,2021-02-14,39.0598,-105.3111,413836,5824,21929.0
7,Connecticut,US,2021-02-14,41.5978,-72.7554,267337,7381,9800.0
8,Delaware,US,2021-02-14,39.3185,-75.5071,83003,1361,
9,Diamond Princess,US,2021-02-14,,,49,0,
10,District of Columbia,US,2021-02-14,38.8974,-77.0268,38918,979,27677.0
11,Florida,US,2021-02-14,27.7663,-81.6868,1827373,28779,
12,Georgia,US,2021-02-14,33.0406,-83.6431,964737,15871,
13,Grand Princess,US,2021-02-14,,,103,3,
14,Guam,US,2021-02-14,13.4443,144.7937,7689,130,7472.0
15,Hawaii,US,2021-02-14,21.0943,-157.4983,27616,426,
16,Idaho,US,2021-02-14,44.2405,-114.4788,167483,1803,89410.0
17,Illinois,US,2021-02-14,40.3495,-88.9861,1162154,22121,
18,Indiana,US,2021-02-14,39.8494,-86.2583,648875,12173,422051.0
19,Iowa,US,2021-02-14,42.0115,-93.2105,329258,5236,301774.0
20,Kansas,US,2021-02-14,38.5266,-96.7265,288475,4329,6057.0
21,Kentucky,US,2021-02-14,37.6681,-84.6701,388798,4282,45880.0
22,Louisiana,US,2021-02-14,31.1695,-91.8678,419891,9292,380673.0
23,Maine,US,2021-02-14,44.6939,-69.3819,42529,649,12645.0
24,Maryland,US,2021-02-14,39.0639,-76.8021,370983,7554,9569.0
25,Massachusetts,US,2021-02-14,42.2302,-71.5301,557777,15484,453740.0
26,Michigan,US,2021-02-14,43.3266,-84.5361,628956,16119,517991.0
27,Minnesota,US,2021-02-14,45.6945,-93.9002,473567,6444,459525.0
28,Mississippi,US,2021-02-14,32.7416,-89.6787,287436,6462,253140.0
29,Missouri,US,2021-02-14,38.4561,-92.2884,551526,7782,
30,Montana,US,2021-02-14,46.9219,-110.4544,97401,1327,93328.0
31,Nebraska,US,2021-02-14,41.1254,-98.2681,197236,2002,142312.0
32,Nevada,US,2021-02-14,38.3135,-117.0554,288348,4709,
33,New Hampshire,US,2021-02-14,43.4525,-71.5639,71044,1133,66287.0
34,New Jersey,US,2021-02-14,40.2989,-74.521,745987,22454,72120.0
35,New Mexico,US,2021-02-14,34.8405,-106.2485,180571,3529,120051.0
36,New York,US,2021-02-14,42.1657,-74.9481,1539870,45884,138050.0
37,North Carolina,US,2021-02-14,35.6301,-79.8064,821894,10491,730454.0
38,North Dakota,US,2021-02-14,47.5289,-99.784,98597,1461,96404.0
39,Northern Mariana Islands,US,2021-02-14,15.0979,145.6739,134,2,29.0
40,Ohio,US,2021-02-14,40.3888,-82.7649,939350,17887,859221.0
41,Oklahoma,US,2021-02-14,35.5653,-96.9289,413542,4024,387837.0
42,Oregon,US,2021-02-14,44.572,-122.0709,150281,2137,
43,Pennsylvania,US,2021-02-14,40.5908,-77.2098,896996,23065,776339.0
44,Puerto Rico,US,2021-02-14,18.2208,-66.5901,97609,1919,87616.0
45,Rhode Island,US,2021-02-14,41.6809,-71.5118,120821,2462,7496.0
46,South Carolina,US,2021-02-14,33.8569,-80.945,487293,7998,218717.0
47,South Dakota,US,2021-02-14,44.2998,-99.4388,110315,1844,106398.0
48,Tennessee,US,2021-02-14,35.7478,-86.6923,757418,10933,722598.0
49,Texas,US,2021-02-14,31.0545,-97.5635,2568930,41273,2231709.0
50,Utah,US,2021-02-14,40.15,-111.8624,361294,1794,334201.0
51,Vermont,US,2021-02-14,44.0459,-72.7107,13677,189,10659.0
52,Virgin Islands,US,2021-02-14,18.3358,-64.8963,2524,25,2399.0
53,Virginia,US,2021-02-14,37.7693,-78.17,549999,7012,42994.0
54,Washington,US,2021-02-14,47.4009,-121.4905,328047,4675,
55,West Virginia,US,2021-02-14,38.4912,-80.9545,127588,2210,113555.0
56,Wisconsin,US,2021-02-14,44.2685,-89.6165,607213,6745,537955.0
57,Wyoming,US,2021-02-14,42.756,-107.3025,53136,647,51716.0
0,Alabama,US,2021-02-15,32.3182,-86.9023,481605,9244,264621.0
1,Alaska,US,2021-02-15,61.3707,-152.4044,56411,282,
2,American Samoa,US,2021-02-15,-14.271,-170.132,0,0,
3,Arizona,US,2021-02-15,33.7298,-111.4312,798608,14978,112062.0
4,Arkansas,US,2021-02-15,34.9697,-92.3731,313348,5275,297552.0
5,California,US,2021-02-15,36.1162,-119.6816,3491392,47119,
6,Colorado,US,2021-02-15,39.0598,-105.3111,414369,5826,21970.0
7,Connecticut,US,2021-02-15,41.5978,-72.7554,270242,7447,9800.0
8,Delaware,US,2021-02-15,39.3185,-75.5071,83239,1364,
9,Diamond Princess,US,2021-02-15,,,49,0,
10,District of Columbia,US,2021-02-15,38.8974,-77.0268,39001,980,27677.0
11,Florida,US,2021-02-15,27.7663,-81.6868,1830988,28934,
12,Georgia,US,2021-02-15,33.0406,-83.6431,966807,15928,
13,Grand Princess,US,2021-02-15,,,103,3,
14,Guam,US,2021-02-15,13.4443,144.7937,7699,130,7484.0
15,Hawaii,US,2021-02-15,21.0943,-157.4983,27637,426,
16,Idaho,US,2021-02-15,44.2405,-114.4788,167483,1803,89410.0
17,Illinois,US,2021-02-15,40.3495,-88.9861,1163574,22166,
18,Indiana,US,2021-02-15,39.8494,-86.2583,649652,12191,423216.0
19,Iowa,US,2021-02-15,42.0115,-93.2105,329726,5237,302158.0
20,Kansas,US,2021-02-15,38.5266,-96.7265,289828,4370,6087.0
21,Kentucky,US,2021-02-15,37.6681,-84.6701,389521,4291,45949.0
22,Louisiana,US,2021-02-15,31.1695,-91.8678,420394,9325,380673.0
23,Maine,US,2021-02-15,44.6939,-69.3819,42677,649,12656.0
24,Maryland,US,2021-02-15,39.0639,-76.8021,371705,7580,9569.0
25,Massachusetts,US,2021-02-15,42.2302,-71.5301,559350,15517,453740.0
26,Michigan,US,2021-02-15,43.3266,-84.5361,630408,16130,517991.0
27,Minnesota,US,2021-02-15,45.6945,-93.9002,474169,6446,460537.0
28,Mississippi,US,2021-02-15,32.7416,-89.6787,287980,6464,253140.0
29,Missouri,US,2021-02-15,38.4561,-92.2884,552180,7783,
30,Montana,US,2021-02-15,46.9219,-110.4544,97539,1328,93476.0
31,Nebraska,US,2021-02-15,41.1254,-98.2681,197328,2003,142335.0
32,Nevada,US,2021-02-15,38.3135,-117.0554,288739,4720,
33,New Hampshire,US,2021-02-15,43.4525,-71.5639,71302,1135,66929.0
34,New Jersey,US,2021-02-15,40.2989,-74.521,747432,22466,72336.0
35,New Mexico,US,2021-02-15,34.8405,-106.2485,180761,3538,121606.0
36,New York,US,2021-02-15,42.1657,-74.9481,1546408,46000,138542.0
37,North Carolina,US,2021-02-15,35.6301,-79.8064,824352,10501,765456.0
38,North Dakota,US,2021-02-15,47.5289,-99.784,98643,1461,96445.0
39,Northern Mariana Islands,US,2021-02-15,15.0979,145.6739,134,2,29.0
40,Ohio,US,2021-02-15,40.3888,-82.7649,941265,17938,862328.0
41,Oklahoma,US,2021-02-15,35.5653,-96.9289,414272,4041,389035.0
42,Oregon,US,2021-02-15,44.572,-122.0709,150464,2137,
43,Pennsylvania,US,2021-02-15,40.5908,-77.2098,898654,23086,776339.0
44,Puerto Rico,US,2021-02-15,18.2208,-66.5901,97837,1920,87661.0
45,Rhode Island,US,2021-02-15,41.6809,-71.5118,121787,2465,7591.0
46,South Carolina,US,2021-02-15,33.8569,-80.945,489018,8034,220197.0
47,South Dakota,US,2021-02-15,44.2998,-99.4388,110376,1844,106440.0
48,Tennessee,US,2021-02-15,35.7478,-86.6923,758561,10937,724031.0
49,Texas,US,2021-02-15,31.0545,-97.5635,2571723,41336,2260840.0
50,Utah,US,2021-02-15,40.15,-111.8624,361756,1796,335049.0
51,Vermont,US,2021-02-15,44.0459,-72.7107,13862,190,10798.0
52,Virgin Islands,US,2021-02-15,18.3358,-64.8963,2542,25,2412.0
53,Virginia,US,2021-02-15,37.7693,-78.17,551538,7016,43135.0
54,Washington,US,2021-02-15,47.4009,-121.4905,328047,4675,
55,West Virginia,US,2021-02-15,38.4912,-80.9545,127889,2212,113994.0
56,Wisconsin,US,2021-02-15,44.2685,-89.6165,607639,6749,538767.0
57,Wyoming,US,2021-02-15,42.756,-107.3025,53136,647,51716.0
0,Alabama,US,2020-05-07,32.3182,-86.9023,9115,369,
1,Alaska,US,2020-05-07,61.3707,-152.4044,375,10,291.0
2,American Samoa,US,2020-05-07,-14.271,-170.132,0,0,
3,Arizona,US,2020-05-07,33.7298,-111.4312,9945,450,1722.0
4,Arkansas,US,2020-05-07,34.9697,-92.3731,3703,87,2123.0
5,California,US,2020-05-07,36.1162,-119.6816,62869,2535,
6,Colorado,US,2020-05-07,39.0598,-105.3111,18370,944,2869.0
7,Connecticut,US,2020-05-07,41.5978,-72.7554,31784,2797,5413.0
8,Delaware,US,2020-05-07,39.3185,-75.5071,5939,288,2110.0
9,Diamond Princess,US,2020-05-07,,,49,0,
10,District of Columbia,US,2020-05-07,38.8974,-77.0268,5654,285,825.0
11,Florida,US,2020-05-07,27.7663,-81.6868,38828,1600,
12,Georgia,US,2020-05-07,33.0406,-83.6431,31618,1355,
13,Grand Princess,US,2020-05-07,,,103,3,
14,Guam,US,2020-05-07,13.4443,144.7937,149,5,123.0
15,Hawaii,US,2020-05-07,21.0943,-157.4983,629,17,558.0
16,Idaho,US,2020-05-07,44.2405,-114.4788,2178,67,1399.0
17,Illinois,US,2020-05-07,40.3495,-88.9861,70871,3111,
18,Indiana,US,2020-05-07,39.8494,-86.2583,22503,1434,
19,Iowa,US,2020-05-07,42.0115,-93.2105,11059,231,4266.0
20,Kansas,US,2020-05-07,38.5266,-96.7265,6332,165,323.0
21,Kentucky,US,2020-05-07,37.6681,-84.6701,6129,294,2125.0
22,Louisiana,US,2020-05-07,31.1695,-91.8678,30652,2208,20316.0
23,Maine,US,2020-05-07,44.6939,-69.3819,1330,62,787.0
24,Maryland,US,2020-05-07,39.0639,-76.8021,29374,1503,2029.0
25,Massachusetts,US,2020-05-07,42.2302,-71.5301,73721,4552,
26,Michigan,US,2020-05-07,43.3266,-84.5361,45745,4345,15659.0
27,Minnesota,US,2020-05-07,45.6945,-93.9002,9365,508,5308.0
28,Mississippi,US,2020-05-07,32.7416,-89.6787,8686,396,4421.0
29,Missouri,US,2020-05-07,38.4561,-92.2884,9622,453,
30,Montana,US,2020-05-07,46.9219,-110.4544,456,16,417.0
31,Nebraska,US,2020-05-07,41.1254,-98.2681,7334,91,
32,Nevada,US,2020-05-07,38.3135,-117.0554,5855,297,205.0
33,New Hampshire,US,2020-05-07,43.4525,-71.5639,2843,114,1110.0
34,New Jersey,US,2020-05-07,40.2989,-74.521,134037,8807,15642.0
35,New Mexico,US,2020-05-07,34.8405,-106.2485,4493,172,1073.0
36,New York,US,2020-05-07,42.1657,-74.9481,327469,26144,55547.0
37,North Carolina,US,2020-05-07,35.6301,-79.8064,13540,513,
38,North Dakota,US,2020-05-07,47.5289,-99.784,1371,31,601.0
39,Northern Mariana Islands,US,2020-05-07,15.0979,145.6739,15,2,12.0
40,Ohio,US,2020-05-07,40.3888,-82.7649,22131,1356,
41,Oklahoma,US,2020-05-07,35.5653,-96.9289,4330,260,2985.0
42,Oregon,US,2020-05-07,44.572,-122.0709,2989,121,1125.0
43,Pennsylvania,US,2020-05-07,40.5908,-77.2098,55956,3589,
44,Puerto Rico,US,2020-05-07,18.2208,-66.5901,2031,102,
45,Rhode Island,US,2020-05-07,41.6809,-71.5118,10530,499,696.0
46,South Carolina,US,2020-05-07,33.8569,-80.945,7142,316,3816.0
47,South Dakota,US,2020-05-07,44.2998,-99.4388,2906,31,2028.0
48,Tennessee,US,2020-05-07,35.7478,-86.6923,14096,238,6783.0
49,Texas,US,2020-05-07,31.0545,-97.5635,36244,1046,18440.0
50,Utah,US,2020-05-07,40.15,-111.8624,5724,61,2640.0
51,Vermont,US,2020-05-07,44.0459,-72.7107,916,53,718.0
52,Virgin Islands,US,2020-05-07,18.3358,-64.8963,66,4,54.0
53,Virginia,US,2020-05-07,37.7693,-78.17,21570,769,2825.0
54,Washington,US,2020-05-07,47.4009,-121.4905,16231,925,
55,West Virginia,US,2020-05-07,38.4912,-80.9545,1287,51,716.0
56,Wisconsin,US,2020-05-07,44.2685,-89.6165,9215,374,4520.0
57,Wyoming,US,2020-05-07,42.756,-107.3025,635,7,416.0
0,Alabama,US,2020-05-06,32.3182,-86.9023,8769,343,
1,Alaska,US,2020-05-06,61.3707,-152.4044,373,10,284.0
2,American Samoa,US,2020-05-06,-14.271,-170.132,0,0,
3,Arizona,US,2020-05-06,33.7298,-111.4312,9707,426,1693.0
4,Arkansas,US,2020-05-06,34.9697,-92.3731,3611,87,2109.0
5,California,US,2020-05-06,36.1162,-119.6816,61245,2464,
6,Colorado,US,2020-05-06,39.0598,-105.3111,17832,919,2801.0
7,Connecticut,US,2020-05-06,41.5978,-72.7554,30995,2718,4346.0
8,Delaware,US,2020-05-06,39.3185,-75.5071,5778,272,2008.0
9,Diamond Princess,US,2020-05-06,,,49,0,
10,District of Columbia,US,2020-05-06,38.8974,-77.0268,5461,277,808.0
11,Florida,US,2020-05-06,27.7663,-81.6868,38002,1539,
12,Georgia,US,2020-05-06,33.0406,-83.6431,30743,1327,
13,Grand Princess,US,2020-05-06,,,103,3,
14,Guam,US,2020-05-06,13.4443,144.7937,149,5,123.0
15,Hawaii,US,2020-05-06,21.0943,-157.4983,626,17,551.0
16,Idaho,US,2020-05-06,44.2405,-114.4788,2158,66,1379.0
17,Illinois,US,2020-05-06,40.3495,-88.9861,68232,2974,
18,Indiana,US,2020-05-06,39.8494,-86.2583,21870,1400,
19,Iowa,US,2020-05-06,42.0115,-93.2105,10404,219,3803.0
20,Kansas,US,2020-05-06,38.5266,-96.7265,5993,164,318.0
21,Kentucky,US,2020-05-06,37.6681,-84.6701,5934,283,2058.0
22,Louisiana,US,2020-05-06,31.1695,-91.8678,30399,2167,20316.0
23,Maine,US,2020-05-06,44.6939,-69.3819,1254,62,766.0
24,Maryland,US,2020-05-06,39.0639,-76.8021,28163,1437,1903.0
25,Massachusetts,US,2020-05-06,42.2302,-71.5301,72025,4420,
26,Michigan,US,2020-05-06,43.3266,-84.5361,45179,4256,15659.0
27,Minnesota,US,2020-05-06,45.6945,-93.9002,8579,485,5005.0
28,Mississippi,US,2020-05-06,32.7416,-89.6787,8424,374,4421.0
29,Missouri,US,2020-05-06,38.4561,-92.2884,9409,431,
30,Montana,US,2020-05-06,46.9219,-110.4544,456,16,417.0
31,Nebraska,US,2020-05-06,41.1254,-98.2681,6689,78,
32,Nevada,US,2020-05-06,38.3135,-117.0554,5741,289,203.0
33,New Hampshire,US,2020-05-06,43.4525,-71.5639,2741,92,1105.0
34,New Jersey,US,2020-05-06,40.2989,-74.521,131928,8549,15642.0
35,New Mexico,US,2020-05-06,34.8405,-106.2485,4291,169,964.0
36,New York,US,2020-05-06,42.1657,-74.9481,323978,25623,54597.0
37,North Carolina,US,2020-05-06,35.6301,-79.8064,13053,492,
38,North Dakota,US,2020-05-06,47.5289,-99.784,1323,31,582.0
39,Northern Mariana Islands,US,2020-05-06,15.0979,145.6739,15,2,12.0
40,Ohio,US,2020-05-06,40.3888,-82.7649,21576,1316,
41,Oklahoma,US,2020-05-06,35.5653,-96.9289,4202,253,2909.0
42,Oregon,US,2020-05-06,44.572,-122.0709,2916,115,1125.0
43,Pennsylvania,US,2020-05-06,40.5908,-77.2098,54800,3345,
44,Puerto Rico,US,2020-05-06,18.2208,-66.5901,1968,99,
45,Rhode Island,US,2020-05-06,41.6809,-71.5118,10205,478,665.0
46,South Carolina,US,2020-05-06,33.8569,-80.945,6936,305,3816.0
47,South Dakota,US,2020-05-06,44.2998,-99.4388,2780,29,1977.0
48,Tennessee,US,2020-05-06,35.7478,-86.6923,13938,239,6564.0
49,Texas,US,2020-05-06,31.0545,-97.5635,35225,1013,17622.0
50,Utah,US,2020-05-06,40.15,-111.8624,5595,58,2509.0
51,Vermont,US,2020-05-06,44.0459,-72.7107,908,52,706.0
52,Virgin Islands,US,2020-05-06,18.3358,-64.8963,66,4,54.0
53,Virginia,US,2020-05-06,37.7693,-78.17,20257,713,2617.0
54,Washington,US,2020-05-06,47.4009,-121.4905,15905,911,
55,West Virginia,US,2020-05-06,38.4912,-80.9545,1242,50,716.0
56,Wisconsin,US,2020-05-06,44.2685,-89.6165,8901,362,4348.0
57,Wyoming,US,2020-05-06,42.756,-107.3025,631,7,409.0
0,Alabama,US,2021-03-16,32.3182,-86.9023,508717,10337,
1,Alaska,US,2021-03-16,61.3707,-152.4044,60758,306,
2,American Samoa,US,2021-03-16,-14.271,-170.132,0,0,
3,Arizona,US,2021-03-16,33.7298,-111.4312,833878,16574,
4,Arkansas,US,2021-03-16,34.9697,-92.3731,327456,5493,
5,California,US,2021-03-16,36.1162,-119.6816,3628300,56792,
6,Colorado,US,2021-03-16,39.0598,-105.3111,444712,6048,
7,Connecticut,US,2021-03-16,41.5978,-72.7554,293955,7799,
8,Delaware,US,2021-03-16,39.3185,-75.5071,90751,1514,
9,Diamond Princess,US,2021-03-16,,,49,0,
10,District of Columbia,US,2021-03-16,38.8974,-77.0268,42730,1042,
11,Florida,US,2021-03-16,27.7663,-81.6868,1984425,32449,
12,Georgia,US,2021-03-16,33.0406,-83.6431,1036506,18287,
13,Grand Princess,US,2021-03-16,,,103,3,
14,Guam,US,2021-03-16,13.4443,144.7937,7773,134,
15,Hawaii,US,2021-03-16,21.0943,-157.4983,29307,451,
16,Idaho,US,2021-03-16,44.2405,-114.4788,176007,1929,
17,Illinois,US,2021-03-16,40.3495,-88.9861,1212014,23236,
18,Indiana,US,2021-03-16,39.8494,-86.2583,673528,12876,
19,Iowa,US,2021-03-16,42.0115,-93.2105,343851,5657,
20,Kansas,US,2021-03-16,38.5266,-96.7265,300441,4791,
21,Kentucky,US,2021-03-16,37.6681,-84.6701,417412,5029,
22,Louisiana,US,2021-03-16,31.1695,-91.8678,438557,9925,
23,Maine,US,2021-03-16,44.6939,-69.3819,47395,725,
24,Maryland,US,2021-03-16,39.0639,-76.8021,394716,8080,
25,Massachusetts,US,2021-03-16,42.2302,-71.5301,604666,16688,
26,Michigan,US,2021-03-16,43.3266,-84.5361,676494,16805,
27,Minnesota,US,2021-03-16,45.6945,-93.9002,498926,6817,
28,Mississippi,US,2021-03-16,32.7416,-89.6787,301250,6929,
29,Missouri,US,2021-03-16,38.4561,-92.2884,572074,8694,
30,Montana,US,2021-03-16,46.9219,-110.4544,102344,1396,
31,Nebraska,US,2021-03-16,41.1254,-98.2681,205103,2128,
32,Nevada,US,2021-03-16,38.3135,-117.0554,299817,5135,
33,New Hampshire,US,2021-03-16,43.4525,-71.5639,79070,1202,
34,New Jersey,US,2021-03-16,40.2989,-74.521,844398,23966,
35,New Mexico,US,2021-03-16,34.8405,-106.2485,188664,3860,
36,New York,US,2021-03-16,42.1657,-74.9481,1755193,49110,
37,North Carolina,US,2021-03-16,35.6301,-79.8064,887311,11722,
38,North Dakota,US,2021-03-16,47.5289,-99.784,101150,1489,
39,Northern Mariana Islands,US,2021-03-16,15.0979,145.6739,157,2,
40,Ohio,US,2021-03-16,40.3888,-82.7649,992223,18580,
41,Oklahoma,US,2021-03-16,35.5653,-96.9289,433025,4788,
42,Oregon,US,2021-03-16,44.572,-122.0709,160051,2346,
43,Pennsylvania,US,2021-03-16,40.5908,-77.2098,973370,24660,
44,Puerto Rico,US,2021-03-16,18.2208,-66.5901,103278,2083,
45,Rhode Island,US,2021-03-16,41.6809,-71.5118,131750,2583,
46,South Carolina,US,2021-03-16,33.8569,-80.945,534869,8881,
47,South Dakota,US,2021-03-16,44.2998,-99.4388,114791,1912,
48,Tennessee,US,2021-03-16,35.7478,-86.6923,794137,11650,
49,Texas,US,2021-03-16,31.0545,-97.5635,2737763,46651,
50,Utah,US,2021-03-16,40.15,-111.8624,379081,2032,
51,Vermont,US,2021-03-16,44.0459,-72.7107,17047,215,
52,Virgin Islands,US,2021-03-16,18.3358,-64.8963,2767,25,
53,Virginia,US,2021-03-16,37.7693,-78.17,597141,10104,
54,Washington,US,2021-03-16,47.4009,-121.4905,351109,5149,
55,West Virginia,US,2021-03-16,38.4912,-80.9545,136019,2546,
56,Wisconsin,US,2021-03-16,44.2685,-89.6165,626364,7182,
57,Wyoming,US,2021-03-16,42.756,-107.3025,55352,693,
0,Alabama,US,2021-03-17,32.3182,-86.9023,509476,10363,
1,Alaska,US,2021-03-17,61.3707,-152.4044,60934,307,
2,American Samoa,US,2021-03-17,-14.271,-170.132,0,0,
3,Arizona,US,2021-03-17,33.7298,-111.4312,834323,16586,
4,Arkansas,US,2021-03-17,34.9697,-92.3731,327781,5507,
5,California,US,2021-03-17,36.1162,-119.6816,3631572,56985,
6,Colorado,US,2021-03-17,39.0598,-105.3111,445338,6049,
7,Connecticut,US,2021-03-17,41.5978,-72.7554,294328,7807,
8,Delaware,US,2021-03-17,39.3185,-75.5071,91123,1516,
9,Diamond Princess,US,2021-03-17,,,49,0,
10,District of Columbia,US,2021-03-17,38.8974,-77.0268,42811,1044,
11,Florida,US,2021-03-17,27.7663,-81.6868,1989024,32504,
12,Georgia,US,2021-03-17,33.0406,-83.6431,1038550,18359,
13,Grand Princess,US,2021-03-17,,,103,3,
14,Guam,US,2021-03-17,13.4443,144.7937,7776,134,
15,Hawaii,US,2021-03-17,21.0943,-157.4983,29397,451,
16,Idaho,US,2021-03-17,44.2405,-114.4788,176461,1935,
17,Illinois,US,2021-03-17,40.3495,-88.9861,1213668,23255,
18,Indiana,US,2021-03-17,39.8494,-86.2583,674430,12893,
19,Iowa,US,2021-03-17,42.0115,-93.2105,344267,5666,
20,Kansas,US,2021-03-17,38.5266,-96.7265,301063,4793,
21,Kentucky,US,2021-03-17,37.6681,-84.6701,418372,5056,
22,Louisiana,US,2021-03-17,31.1695,-91.8678,439002,9955,
23,Maine,US,2021-03-17,44.6939,-69.3819,47591,725,
24,Maryland,US,2021-03-17,39.0639,-76.8021,395633,8099,
25,Massachusetts,US,2021-03-17,42.2302,-71.5301,606377,16732,
26,Michigan,US,2021-03-17,43.3266,-84.5361,680279,16809,
27,Minnesota,US,2021-03-17,45.6945,-93.9002,499962,6824,
28,Mississippi,US,2021-03-17,32.7416,-89.6787,301602,6936,
29,Missouri,US,2021-03-17,38.4561,-92.2884,572844,8702,
30,Montana,US,2021-03-17,46.9219,-110.4544,102484,1396,
31,Nebraska,US,2021-03-17,41.1254,-98.2681,205214,2129,
32,Nevada,US,2021-03-17,38.3135,-117.0554,300118,5147,
33,New Hampshire,US,2021-03-17,43.4525,-71.5639,79367,1202,
34,New Jersey,US,2021-03-17,40.2989,-74.521,848727,24045,
35,New Mexico,US,2021-03-17,34.8405,-106.2485,188907,3872,
36,New York,US,2021-03-17,42.1657,-74.9481,1761775,49171,
37,North Carolina,US,2021-03-17,35.6301,-79.8064,889310,11757,
38,North Dakota,US,2021-03-17,47.5289,-99.784,101284,1490,
39,Northern Mariana Islands,US,2021-03-17,15.0979,145.6739,157,2,
40,Ohio,US,2021-03-17,40.3888,-82.7649,993681,18587,
41,Oklahoma,US,2021-03-17,35.5653,-96.9289,433516,4788,
42,Oregon,US,2021-03-17,44.572,-122.0709,160288,2349,
43,Pennsylvania,US,2021-03-17,40.5908,-77.2098,976442,24698,
44,Puerto Rico,US,2021-03-17,18.2208,-66.5901,103347,2085,
45,Rhode Island,US,2021-03-17,41.6809,-71.5118,132184,2588,
46,South Carolina,US,2021-03-17,33.8569,-80.945,536100,8933,
47,South Dakota,US,2021-03-17,44.2998,-99.4388,114966,1915,
48,Tennessee,US,2021-03-17,35.7478,-86.6923,795963,11658,
49,Texas,US,2021-03-17,31.0545,-97.5635,2742274,46827,
50,Utah,US,2021-03-17,40.15,-111.8624,379780,2037,
51,Vermont,US,2021-03-17,44.0459,-72.7107,17106,217,
52,Virgin Islands,US,2021-03-17,18.3358,-64.8963,2767,25,
53,Virginia,US,2021-03-17,37.7693,-78.17,598468,10154,
54,Washington,US,2021-03-17,47.4009,-121.4905,352012,5156,
55,West Virginia,US,2021-03-17,38.4912,-80.9545,136334,2565,
56,Wisconsin,US,2021-03-17,44.2685,-89.6165,627060,7201,
57,Wyoming,US,2021-03-17,42.756,-107.3025,55449,693,
0,Alabama,US,2020-07-08,32.3182,-86.9023,48149,1058,22082.0
1,Alaska,US,2020-07-08,61.3707,-152.4044,1243,17,563.0
2,American Samoa,US,2020-07-08,-14.271,-170.132,0,0,
3,Arizona,US,2020-07-08,33.7298,-111.4312,108614,1963,12803.0
4,Arkansas,US,2020-07-08,34.9697,-92.3731,25246,305,18725.0
5,California,US,2020-07-08,36.1162,-119.6816,301140,6718,
6,Colorado,US,2020-07-08,39.0598,-105.3111,35116,1704,4669.0
7,Connecticut,US,2020-07-08,41.5978,-72.7554,47108,4343,8210.0
8,Delaware,US,2020-07-08,39.3185,-75.5071,12462,574,6893.0
9,Diamond Princess,US,2020-07-08,,,49,0,
10,District of Columbia,US,2020-07-08,38.8974,-77.0268,10642,564,1625.0
11,Florida,US,2020-07-08,27.7663,-81.6868,223783,3889,
12,Georgia,US,2020-07-08,33.0406,-83.6431,103890,2922,
13,Grand Princess,US,2020-07-08,,,103,3,
14,Guam,US,2020-07-08,13.4443,144.7937,307,5,202.0
15,Hawaii,US,2020-07-08,21.0943,-157.4983,1094,19,797.0
16,Idaho,US,2020-07-08,44.2405,-114.4788,8969,98,2932.0
17,Illinois,US,2020-07-08,40.3495,-88.9861,150554,7309,
18,Indiana,US,2020-07-08,39.8494,-86.2583,49063,2652,37462.0
19,Iowa,US,2020-07-08,42.0115,-93.2105,32624,736,25974.0
20,Kansas,US,2020-07-08,38.5266,-96.7265,17332,289,879.0
21,Kentucky,US,2020-07-08,37.6681,-84.6701,17919,608,4912.0
22,Louisiana,US,2020-07-08,31.1695,-91.8678,70151,3339,46334.0
23,Maine,US,2020-07-08,44.6939,-69.3819,3460,110,2856.0
24,Maryland,US,2020-07-08,39.0639,-76.8021,70861,3275,5085.0
25,Massachusetts,US,2020-07-08,42.2302,-71.5301,110602,8243,94347.0
26,Michigan,US,2020-07-08,43.3266,-84.5361,74551,6262,52841.0
27,Minnesota,US,2020-07-08,45.6945,-93.9002,39589,1523,34902.0
28,Mississippi,US,2020-07-08,32.7416,-89.6787,32888,1188,22167.0
29,Missouri,US,2020-07-08,38.4561,-92.2884,26402,1080,
30,Montana,US,2020-07-08,46.9219,-110.4544,1371,23,759.0
31,Nebraska,US,2020-07-08,41.1254,-98.2681,20425,282,14927.0
32,Nevada,US,2020-07-08,38.3135,-117.0554,24301,553,754.0
33,New Hampshire,US,2020-07-08,43.4525,-71.5639,5952,386,4758.0
34,New Jersey,US,2020-07-08,40.2989,-74.521,175288,15332,30844.0
35,New Mexico,US,2020-07-08,34.8405,-106.2485,14017,527,5986.0
36,New York,US,2020-07-08,42.1657,-74.9481,398929,32251,71185.0
37,North Carolina,US,2020-07-08,35.6301,-79.8064,77687,1462,55318.0
38,North Dakota,US,2020-07-08,47.5289,-99.784,3971,85,3447.0
39,Northern Mariana Islands,US,2020-07-08,15.0979,145.6739,31,2,19.0
40,Ohio,US,2020-07-08,40.3888,-82.7649,60181,2682,42111.0
41,Oklahoma,US,2020-07-08,35.5653,-96.9289,17894,407,13538.0
42,Oregon,US,2020-07-08,44.572,-122.0709,10817,224,2877.0
43,Pennsylvania,US,2020-07-08,40.5908,-77.2098,96725,6812,70953.0
44,Puerto Rico,US,2020-07-08,18.2208,-66.5901,8745,159,
45,Rhode Island,US,2020-07-08,41.6809,-71.5118,17204,994,1683.0
